wort,hitler,trump,biden,bush,obama
anything,56,710,76,8,26
anything…,0,3,0,0,0
anytime,0,14,0,0,1
anyway,0,95,29,6,8
anyways,0,2,1,0,0
anyway…,0,0,1,0,0
anywhere,4,156,13,8,12
any…,0,6,0,0,0
anzio,0,0,2,0,0
an…,0,1,0,0,0
aoc,0,18,1,0,0
ap,0,0,2,0,1
apache,0,7,0,0,0
apart,35,17,10,4,18
apartheid,0,0,0,0,4
apartment,0,12,3,1,1
apart—that,0,0,0,0,1
apathy,0,0,0,2,2
ape,2,0,0,0,0
aperture,0,0,1,0,0
apex,3,0,0,0,0
aphrodite,1,0,0,0,0
apiece,0,1,0,0,0
apocalypse,0,0,0,0,1
apocalyptic,0,0,1,0,0
apodictic,1,0,0,0,0
apollo,0,0,0,0,2
apologize,0,10,20,0,1
apologized,0,18,0,0,0
apologizing,0,9,0,0,0
apology,0,3,2,0,0
apoplexy,1,0,0,0,0
apostle,12,0,0,0,0
apostrophize,1,0,0,0,0
apotheosis,1,0,0,0,0
app,0,3,0,0,0
appalachia,0,0,0,0,1
appalachian,0,0,1,0,0
appalled,1,1,0,0,0
appalling,8,3,0,0,0
apparatus,5,3,0,2,0
apparent,22,0,2,1,0
apparently,17,1,6,0,2
appeal,38,15,8,4,4
appealed,9,0,1,0,0
appealing,3,8,0,0,1
appear,40,8,1,2,2
appearance,34,0,0,0,1
appeared,49,4,1,1,3
appearing,2,1,0,0,0
appears,18,1,2,0,1
appease,0,0,0,1,0
appeased,1,0,0,1,0
appeasement,0,0,0,1,0
appell,0,1,0,0,0
appellate,0,4,0,0,0
appertaining,1,0,0,0,0
appetite,1,0,0,3,0
applaud,0,0,0,1,2
applauded,0,1,2,0,1
applauding,0,0,0,1,0
applause,4,27,0,299,10
apple,0,13,3,0,3
applicable,3,2,0,0,0
applicant,2,0,2,1,0
application,15,13,4,0,5
applied,17,6,2,1,3
applies,13,4,0,1,4
apply,10,3,4,10,15
applying,3,0,0,4,2
appoint,2,14,1,3,1
appointed,12,26,7,2,6
appointee,0,1,1,0,0
appointing,1,1,0,0,0
appointment,2,4,9,0,1
appoints,0,1,0,0,0
appomattox,0,0,0,0,1
apportions,1,0,0,0,0
appraise,1,0,0,0,0
appraised,1,0,0,0,0
appraising,1,0,0,0,0
appreciable,1,0,0,0,0
appreciably,1,0,0,0,0
appreciate,13,190,15,51,8
appreciated,12,3,1,1,1
appreciates,1,4,0,0,0
appreciate…,0,1,0,0,0
appreciation,8,5,1,0,5
appreciative,0,0,0,2,0
apprehend,1,0,0,1,0
apprehended,0,4,0,4,2
apprehending,0,0,0,1,0
apprehension,2,0,0,1,0
apprentice,0,5,3,0,0
apprenticeship,2,0,3,0,4
apprised,0,0,0,1,0
approach,8,6,14,11,51
approached,4,0,1,0,2
approaching,9,1,1,3,3
approbation,4,0,0,0,0
appropriate,3,19,11,5,2
appropriated,2,0,0,0,0
appropriately,0,1,0,0,0
appropriateness,1,0,0,0,0
appropriates,1,0,0,0,0
appropriating,1,0,0,0,0
appropriation,0,0,0,1,0
approval,2,73,12,1,0
approve,2,18,0,4,4
approved,3,100,19,4,7
approves,1,3,0,0,0
approving,0,1,0,4,0
approximate,1,0,0,0,0
approximately,3,35,10,1,0
approximately…,0,0,1,0,0
april,2,20,14,3,3
apron,0,1,0,0,1
apt,5,0,0,0,1
aptitude,6,5,0,0,0
aqueduct,1,0,0,0,0
arab,0,0,1,12,20
arabia,0,59,7,9,0
arabian,1,0,1,0,4
arabic,0,0,0,3,0
arabisraeli,0,0,0,0,2
arbeiterzeitung,2,0,0,0,0
arbiter,0,0,0,0,1
arbitrary,3,0,1,2,9
arbitration,1,0,0,0,0
arc,0,0,2,2,6
arch,1,0,3,0,1
archaic,0,0,0,1,0
archduke,5,0,0,0,0
archenemy,1,0,0,0,0
archetype,2,0,0,0,0
architect,5,5,0,1,0
architectural,6,3,0,0,0
architecturally,1,0,0,0,0
architecture,11,1,0,0,4
archival,0,0,1,0,0
archive,0,5,3,0,0
archivist,0,6,0,0,0
arctic,0,2,2,0,0
ardent,15,0,0,0,0
ardently,2,0,0,0,1
ardour,3,0,0,0,0
arduous,1,0,0,0,0
are,0,23,4,0,0
area,28,111,64,32,43
areas—from,0,0,0,1,0
aren,0,1,0,0,0
arena,3,13,3,0,2
arent,0,1,0,5,16
are—theyre,0,0,0,0,1
are—would,0,0,0,1,0
are’,1,0,0,0,0
are…,0,5,1,0,0
argentina,0,4,0,0,1
argue,2,1,5,8,21
argued,2,0,2,3,7
argues,0,0,0,0,2
arguing,0,0,2,0,4
argument,33,4,5,1,36
ari,0,0,0,0,2
ariel,0,0,0,0,1
aright,2,0,0,0,0
arise,26,0,2,4,1
arisen,13,0,0,0,0
arises,22,0,0,1,0
arising,7,0,0,0,0
aristocracy,3,0,0,0,1
aristocratic,5,0,0,0,0
arithmetic,0,2,0,0,1
arizona,0,140,2,10,9
arkansas,0,8,1,0,0
arlen,0,0,0,1,0
arlene,0,0,0,2,0
arlington,0,0,3,0,1
arm,38,74,27,14,25
armageddon,0,0,0,1,0
armament,15,1,0,0,0
armed,11,17,11,22,10
arminarm,1,0,0,0,0
arming,0,0,0,4,1
armistice,3,2,0,0,0
armlet,6,0,0,0,0
armloads,0,4,0,0,0
armor,0,9,0,1,0
armored,0,4,0,1,0
armorplated,0,5,0,0,0
armstrong,0,1,0,0,0
arms’,1,0,0,0,0
arms…,0,0,1,0,0
army,138,48,10,38,20
army—everything,1,0,0,0,0
arnold,0,12,0,1,0
arose,14,0,0,0,1
arose—though,1,0,0,0,0
around,30,241,206,52,138
arounda,0,1,0,0,0
around…,0,1,0,0,0
arouse,26,0,0,0,0
aroused,26,0,0,0,0
arouses,3,0,0,0,0
arousing,3,0,0,0,0
arpah,0,0,2,0,0
arpaio,0,2,0,0,0
arrange,6,0,1,0,1
arranged,8,1,0,0,1
arrangement,4,0,2,0,2
array,0,0,1,0,3
arrayed,1,0,0,0,0
arrest,7,25,1,3,3
arrested,3,18,2,5,1
arresting,1,3,0,0,0
arrival,6,3,1,2,0
arrive,10,15,3,3,5
arrived,20,18,4,6,11
arrives,2,1,1,2,1
arriving,0,1,6,0,0
arrogance,3,1,0,1,0
arrogant,4,4,0,0,0
arrogate,1,0,0,0,0
arrow,0,7,0,0,0
arsenal,1,2,9,2,2
arson,0,1,0,0,1
arsonist,0,7,0,0,0
art,78,4,1,1,4
artery,0,0,10,0,0
artesia,0,0,0,1,0
artful,5,0,0,0,0
artfully,1,0,0,0,0
arthritis,0,0,1,0,0
arthur,0,1,0,0,0
article,8,21,3,1,2
articulate,0,0,1,0,1
articulated,0,0,0,0,1
artifact,0,0,1,0,0
artifice,2,0,0,0,0
artificial,6,2,4,2,1
artificially,9,1,1,0,0
artillery,5,0,2,0,0
artisan,4,0,0,0,0
artist,10,10,0,0,1
artistic,22,0,0,0,0
artistry,0,1,0,0,0
artless,1,0,0,0,0
artois,1,0,0,0,0
artwork,0,1,0,0,0
art’,1,0,0,0,0
aryan,57,0,0,0,0
aryanism,1,0,0,0,0
as,1,28,1,0,0
asa,0,16,0,0,0
asbestos,0,0,0,1,0
ascend,1,0,0,0,0
ascendant,3,0,0,0,1
ascended,2,0,0,0,0
ascending,2,0,0,1,0
ascends,0,0,0,0,1
ascension,1,0,0,0,0
ascent,1,0,0,0,0
ascertain,1,0,1,0,0
ascertained,2,0,0,0,0
ascribe,0,1,0,0,0
ascribed,3,0,0,0,0
asean,0,0,1,0,0
asecond,1,0,0,0,0
ash,0,1,0,0,2
ashamed,7,17,1,0,0
ashcroft,0,0,0,1,0
asheville,0,3,0,0,0
ashley,0,7,0,4,1
ashli,0,5,0,0,0
ashore,0,0,0,0,1
asia,2,28,5,11,23
asian,1,16,7,1,8
asianamerican,0,2,0,0,0
asianamericans,0,1,1,0,0
asiapacific,0,0,0,0,2
asiatic,5,0,0,0,0
aside,13,9,19,10,27
ask,21,196,62,81,74
askari,1,0,0,0,0
asked,19,139,73,25,37
asking,3,71,38,8,31
asks,0,4,0,1,10
ask…,0,2,0,0,0
asleep,1,3,1,1,1
asmi,0,0,1,0,0
aspect,20,5,4,5,7
asphalt,0,3,0,0,0
asphyxiating,1,0,0,0,0
aspirant,2,0,0,0,0
aspiration,9,0,2,5,23
aspire,0,0,0,1,3
aspired,1,0,0,0,0
aspires,0,0,0,1,2
aspirin,0,1,0,0,0
aspiring,0,0,0,0,2
ass,3,5,8,0,0
assad,0,0,0,0,29
assailant,2,0,1,0,0
assailed,4,0,0,0,0
assalaamu,0,0,0,0,1
assassin,3,1,0,4,0
assassinate,0,0,0,1,0
assassinated,0,3,3,1,0
assassination,2,3,0,1,0
assassins’,1,0,0,0,0
assault,10,31,29,2,1
assaulted,0,5,2,1,0
assaulting,0,3,0,0,1
assemble,0,0,0,1,5
assembled,5,0,1,0,2
assembling,0,0,0,2,0
assembly,22,5,2,9,14
assent,2,0,0,0,0
assert,8,0,2,1,0
asserted,7,1,2,1,0
asserting,1,0,1,1,0
assertion,4,1,1,0,0
assertiveness,1,0,0,0,0
asserts,0,0,0,1,0
assessed,1,0,0,0,0
assessing,0,0,3,0,0
assessment,0,0,1,5,2
assessorial,1,0,0,0,0
asset,6,15,10,9,4
assign,2,2,0,0,0
assigned,15,0,2,0,1
assigned…,0,0,1,0,0
assigning,0,0,0,0,2
assignment,0,0,3,0,0
assimilate,1,0,0,3,0
assimilated,2,0,0,0,0
assimilates,0,0,0,1,0
assimilating,1,0,0,0,0
assimilation,4,0,0,1,1
assist,5,0,3,4,1
assistance,21,1,42,20,17
assistant,0,1,3,0,2
assistantsecretary,1,0,0,0,0
assistanttreasurer,1,0,0,0,0
assisted,1,0,1,1,0
assisting,0,0,1,1,3
associate,6,1,1,1,2
associated,6,3,8,0,2
associating,1,0,0,0,0
association,59,8,11,8,2
associations’,1,0,0,0,0
assorting,1,0,0,0,0
assume,25,24,3,5,4
assumed,19,4,0,0,0
assumes,2,0,0,0,0
assuming,7,4,0,1,0
assumption,7,0,3,1,3
assurance,3,0,0,0,1
assurance—a,1,0,0,0,0
assure,16,1,5,4,4
assured,24,1,3,1,1
assuring,4,0,1,1,1
asteroid,0,0,0,0,1
asthma,0,0,3,0,2
astonish,1,0,0,0,0
astonished,9,0,0,0,0
astonishing,5,2,1,0,2
astonishingly,1,0,0,0,0
astonishment,4,0,0,0,1
astoria,0,1,0,0,0
astounded,1,0,0,0,0
astounding,3,7,3,0,0
astray,11,1,0,0,0
astrazeneca,0,2,0,0,0
astrid,0,0,0,0,5
astrodome,0,0,0,1,0
astrologist,1,0,0,0,0
astronaut,0,11,0,0,9
astronomical,0,4,0,0,0
astute,4,0,0,0,0
astutely,1,0,0,0,0
astuteness,1,0,0,0,0
asunder,7,0,0,0,5
asylum,2,59,3,0,0
as—it,0,0,0,0,1
as…,0,2,0,0,0
at,0,2,1,0,0
ate,4,0,0,0,0
atem,0,0,0,0,1
atf,0,4,0,0,0
atheist,1,1,0,0,0
atheistic,1,0,0,0,0
athens,0,3,0,0,0
athens…,0,1,0,0,0
athlete,1,25,1,0,1
athletic,2,0,0,0,0
athletics,0,0,0,1,0
athome,0,0,5,0,0
atlanta,0,30,4,0,3
atlantic,1,1,5,4,4
atm,0,1,0,0,0
atmosphere,12,10,0,1,3
atom,1,0,0,0,0
atomic,0,0,1,2,0
atone,1,2,0,0,0
atonement,1,1,0,0,0
atop,0,0,0,1,0
atrisk,0,0,0,1,0
atrocious,1,4,0,0,0
atrocity,0,5,5,3,3
atrs,0,0,0,1,0
att,0,0,1,0,0
attach,6,0,0,0,0
attache,3,0,0,0,0
attached,21,0,2,0,1
attachment,2,0,0,0,0
attack,82,139,79,89,54
attacked,19,55,17,11,10
attacker,2,0,1,1,0
attacking,8,21,9,1,0
attacks—but,0,0,0,1,0
attack—based,0,0,0,1,0
attain,19,0,0,2,0
attainable,0,0,0,0,1
attained,17,0,2,0,0
attaining,6,0,0,0,0
attainment,4,0,0,0,0
attempt,108,12,6,7,8
attempted,8,4,2,2,1
attempting,4,3,3,4,0
attend,16,2,8,1,3
attendance,7,4,0,0,1
attendant,0,0,1,2,0
attended,12,5,3,0,0
attending,7,2,4,1,1
attends,1,0,1,0,0
attend…,0,1,0,0,0
attention,89,3,6,10,11
attentive,2,0,0,0,0
attentively,2,0,0,0,0
attestation,1,0,0,0,0
atticus,0,0,0,0,1
attired,1,0,0,0,0
attitude,155,5,7,1,8
attitude’,1,0,0,0,0
attorney,0,149,24,1,5
attorneyclient,0,3,0,0,0
attract,16,0,3,2,6
attracted,5,0,1,2,0
attracting,3,1,0,0,0
attraction,5,1,0,0,1
attractive,6,4,0,1,2
attracts,8,0,0,0,2
attributable,2,0,0,0,0
attribute,6,3,0,0,0
attributed,29,0,1,0,1
attributing,1,0,0,0,0
attrition,2,0,0,0,0
at…,0,5,1,0,0
au,1,0,0,0,0
aubrey,0,1,0,1,0
audacious,1,0,0,0,0
audacity,2,0,0,0,0
audible,1,0,0,0,0
audience,18,32,11,1,12
audio,0,3,0,0,0
audit,0,27,1,0,0
audited,0,2,0,0,0
auditor,0,8,0,0,0
auditorium,1,1,0,0,0
auer,1,0,0,0,0
augment,0,0,1,0,0
augmentation,2,0,0,0,0
augmented,2,0,0,0,0
augsburg,1,0,0,0,0
august,18,7,13,2,9
augusta,0,3,0,0,0
aukus,0,0,4,0,0
aung,0,0,0,0,2
aunt,0,1,1,0,0
aureole,1,0,0,0,0
aurora,0,1,0,0,5
auschwitz,0,0,1,0,0
auspex,2,3,0,0,0
austen,0,0,1,0,0
austerity,1,0,0,0,0
austin,0,2,2,1,1
australia,0,3,13,5,1
austria,98,0,0,0,0
austrian,61,0,0,0,0
austria—a,1,0,0,0,0
austria’s,3,0,0,0,0
austroserbian,1,0,0,0,0
authentic,0,1,0,0,0
authenticity,2,0,0,0,0
author,16,2,2,7,1
authorised,3,0,0,0,0
authoritarian,0,0,1,0,0
authoritarianism,0,0,2,0,1
authoritative,4,0,0,0,0
authorities,0,1,0,0,0
authority,140,43,20,22,19
authority’,1,0,0,0,0
authorization,0,4,1,0,1
authorize,0,1,4,4,3
authorized,0,3,14,3,3
authorizing,0,0,2,0,1
authors—jews,1,0,0,0,0
auto,0,71,14,18,17
autocracy,0,0,4,0,0
autocrat,1,0,6,0,1
autocratic,0,0,0,0,1
automaker,0,0,1,11,7
automated,0,0,0,0,2
automatic,1,10,0,4,1
automatically,7,11,0,0,2
automation,0,0,0,0,1
automobile,1,19,15,2,1
autonomy,1,0,0,0,0
autoworker,0,0,0,0,2
autoworkers,0,3,0,0,2
autrey,0,0,0,2,0
autumn,14,0,0,0,1
auua,0,1,0,0,0
auxiliary,3,1,2,0,0
avail,6,0,1,0,0
availability,0,3,8,0,0
available,13,42,82,17,16
availed,2,0,0,0,0
avalanche,2,0,0,0,1
avenatti,0,1,0,0,0
avenged,3,0,0,0,0
avenging,1,0,0,0,0
avenue,0,16,3,3,3
average,34,39,48,7,19
averaged,0,1,3,0,0
average’,1,0,0,0,0
averaging,0,1,3,0,0
averse,1,0,0,0,1
aversion,10,0,0,0,0
avert,1,0,2,1,2
averted,3,0,4,0,0
avery,0,1,0,0,0
aviation,0,0,2,0,0
aviator,0,6,0,0,0
avidity,1,0,0,0,0
avielle,0,0,0,0,1
avila,0,0,2,0,0
avino,0,0,0,0,1
aviv,0,0,0,0,1
avoid,14,4,6,9,16
avoided,5,2,0,0,2
avoiding,6,0,0,1,4
avoids,1,0,0,0,1
avondale,0,0,0,0,1
avow,1,0,0,0,0
avowal,3,0,0,0,0
avowed,2,0,0,0,0
avowing,1,0,0,0,0
avows,1,0,0,0,0
aw,0,1,0,0,0
await,1,1,0,2,0
awaited,2,2,0,0,0
awaits,1,0,0,0,5
awake,1,0,0,0,1
awaken,11,0,0,1,0
awakened,5,0,0,1,0
awakening,5,0,0,2,0
awakes,0,1,0,0,0
award,0,8,7,2,1
awarded,1,2,3,1,1
awardees,0,0,1,0,0
awarding,0,0,1,0,1
aware,15,4,5,1,7
awareness,2,0,2,2,0
away,65,457,77,30,91
away’,1,0,0,0,0
away…,0,1,1,0,0
away…inwardly,0,0,0,0,1
awe,0,0,2,1,1
awed,0,0,0,1,1
awesome,0,0,0,1,2
awful,1,0,33,0,3
awfully,0,0,2,1,0
awhile,0,2,0,0,0
awoke,0,0,0,1,0
awoken,0,1,0,0,0
aww,0,1,0,0,0
ax,1,0,0,0,0
axelrod,0,0,0,0,1
axiom,0,1,0,0,0
axis,0,0,0,4,1
axium,0,1,0,0,0
ay,1,1,0,0,0
aye,0,1,0,0,0
azaan,0,0,0,0,1
azar,0,3,0,0,0
a…,0,24,6,0,0
b,4,6,8,0,3
baathist,0,0,0,1,0
babbitt,0,5,0,0,0
babble,4,0,0,0,0
babbled,1,0,0,0,0
babbler,1,0,0,0,0
babblers—the,1,0,0,0,0
babbling,2,0,0,0,0
babe,0,0,1,0,0
babel,3,0,0,0,0
babin,0,1,0,0,0
baby,1,105,11,12,4
babylonian,1,0,0,0,0
bachelor,0,0,0,0,1
bachus,0,0,0,1,0
bacillus,3,0,0,0,0
back,63,1553,455,74,230
backandforth,0,0,0,0,2
backbone,4,1,17,0,1
backdate,0,3,0,0,0
backdated,0,4,0,0,0
backdoor,0,1,0,0,0
backdrop,0,0,0,1,1
backed,1,12,5,4,2
backfired,0,1,0,0,0
background,14,9,28,6,19
backing,5,6,2,1,1
backlash,0,1,0,0,0
backload,0,0,1,0,0
backlog,0,0,2,0,2
backpack,0,0,0,0,1
backpedal,0,1,0,0,0
backseat,0,2,1,0,0
backsliding,0,0,0,1,0
backstabbed,0,1,0,0,0
backstabbers,0,1,0,0,0
backstabbing,0,1,0,0,0
backstage,0,17,0,0,0
backtoschool,0,0,0,1,0
backward,2,1,2,0,1
backwards,1,1,4,0,8
backwater,1,0,0,0,0
backyard,0,4,2,0,2
back…,0,2,0,0,0
bacon,0,11,0,0,0
bacteria,0,0,0,0,1
bad,31,855,33,7,38
badass,0,1,0,0,0
baden,1,0,0,0,0
bader,0,1,0,0,0
badge,6,19,1,1,0
badger,1,0,0,0,0
badly,3,164,13,0,11
badlylighted,1,0,0,0,0
badly…,0,1,0,0,0
bad…,0,5,0,0,0
baffled,1,0,0,0,0
bag,0,7,3,0,1
bagatelle,1,0,0,0,0
baggage,0,0,0,1,0
baggy,1,0,0,0,0
baghdad,0,0,0,31,3
baghdaddy,0,1,0,0,0
baghdadi,0,7,0,0,0
bagpipe,0,0,1,0,0
bagram,0,34,1,0,1
bahrain,0,1,0,3,4
bahraini,0,0,0,1,2
bail,0,13,0,0,0
bailey,0,1,0,0,0
bailing,0,0,0,0,1
bailout,0,0,0,0,2
bailouts,0,0,0,0,9
bait,2,1,0,0,0
bake,0,0,1,0,0
baker,0,1,1,1,1
balance,19,5,3,9,12
balanced,0,1,0,5,9
balancing,0,0,0,1,0
balart,0,1,0,0,0
bald,0,2,0,0,0
baldasaro,0,1,0,0,0
baldwin,0,3,1,0,1
bali,0,0,0,1,1
balkan,5,0,0,0,4
balkanisation,2,0,0,0,0
ball,0,19,5,0,0
ballad,0,1,0,0,0
ballast,3,0,0,0,0
ballgame,0,2,0,0,0
ballistic,0,0,0,5,1
ballooned,0,0,1,0,0
ballot,2,536,12,3,14
ballotbox,1,0,0,0,0
balloteer,0,1,0,0,0
balloting,0,6,0,0,0
ballots,0,2,0,0,0
ballroom,0,4,0,0,0
balm,0,0,0,0,1
baltic,0,0,1,1,0
baltimore,0,1,2,1,1
ban,1,159,21,2,5
banal,3,0,0,0,0
banality,1,0,0,0,0
banana,1,16,0,0,0
band,11,7,0,4,1
bandage,0,0,0,0,1
bandaged,1,0,0,0,0
bandaid,0,0,3,0,0
banded,1,0,0,0,0
bandit,3,0,0,0,1
bandwagon,0,1,0,0,0
bane,0,0,1,0,0
bang,0,0,0,0,2
banger,0,1,0,0,0
banging,0,0,1,0,0
bangladesh,0,0,0,1,1
banish,1,2,0,0,1
banished,3,2,0,0,1
banishing,0,1,0,0,0
bank,5,71,24,16,53
banker,1,8,2,0,3
banking,0,3,2,1,6
bankroll,0,0,0,0,1
bankrolled,0,1,0,0,1
bankrupt,0,14,0,1,2
bankruptcy,0,2,0,13,6
bankrupted,0,0,0,1,0
banks,0,2,0,0,0
banks—most,0,0,0,0,1
banned,0,21,3,2,3
banner,14,2,2,2,2
banning,0,1,7,1,1
bannon,0,6,0,0,0
banquet,1,0,0,0,0
baptised,1,0,0,0,0
baptism,2,0,0,0,0
baptismal,1,0,0,0,0
baptist,0,0,1,0,1
bar,1,23,3,0,5
barack,0,56,8,1,12
barackobamaorg,0,0,0,0,2
baradar,0,1,0,0,0
barb,0,3,0,0,0
barbados,0,0,1,0,0
barbara,0,1,0,2,2
barbarian,3,1,0,0,0
barbaric,2,2,1,0,0
barbarically,0,1,0,0,0
barbarism,2,1,2,0,0
barbarity,1,0,0,0,0
barbed,1,0,0,0,0
barbell,0,6,0,0,0
barber,0,0,0,0,1
barbour,0,0,0,1,0
barchi,0,0,0,0,1
bare,9,6,3,0,0
barely,5,8,0,1,8
barely…,0,0,1,0,0
bargain,4,0,3,0,12
bargaining,3,1,3,0,6
barge,0,0,1,0,0
baritone,0,0,0,0,1
barkeeper,0,0,0,0,1
barletta,0,1,0,0,0
barn,0,11,0,0,0
barnes,0,2,0,0,0
barney,0,0,0,1,0
barnhart,0,0,0,1,0
baron,0,8,0,0,0
barr,0,35,0,0,0
barra,0,0,1,0,0
barrack,4,0,0,0,0
barrage,1,0,0,0,0
barrasso,0,1,0,0,0
barred,4,2,0,1,0
barrel,1,41,11,0,3
barrel…,0,1,0,0,0
barren,3,1,0,0,0
barrenness,1,0,0,0,0
barrett,0,4,0,0,0
barricade,1,1,0,0,1
barricaded,0,1,0,0,1
barrier,7,3,4,6,12
barron,0,24,0,0,0
barry,1,12,0,0,0
barrymore,0,1,0,0,0
bartered,3,0,0,0,0
bartering,1,0,0,0,0
barth,1,0,0,0,0
bartlett,0,0,0,1,0
bartow,0,1,0,0,0
base,18,87,13,8,15
baseball,0,14,3,2,3
based,59,55,39,18,42
baseless,0,1,1,0,1
baseline,0,0,1,0,1
basement,0,18,8,1,1
baseness,3,0,0,0,0
basest,2,0,0,0,1
basham,0,0,0,1,0
bashar,0,0,0,0,2
bashing,0,0,0,0,1
basic,4,9,17,26,51
basically,0,28,12,2,5
basilica,1,0,0,0,0
basin,0,0,2,0,0
basing,1,0,1,0,1
basis,69,16,9,4,10
basket,0,2,0,0,0
basketball,0,10,1,0,0
bastardisation,3,0,0,0,0
bastardised,1,0,0,0,0
bastardization,3,0,0,0,0
bastardizing,1,0,0,0,0
bat,0,4,1,0,0
bataan,0,0,0,1,0
batch,0,10,1,0,0
bath,1,0,0,0,0
bathing,0,13,0,0,0
bathroom,0,4,0,0,0
bathtub,0,3,0,0,0
baton,1,0,0,3,1
bats,0,1,0,0,0
battalion,12,0,2,3,1
battalionsized,0,0,1,0,0
batten,2,0,0,0,0
battened,1,0,0,0,0
battening,1,0,0,0,0
battered,1,1,0,1,3
battering,1,0,0,0,0
batteringram,2,0,0,0,0
battery,2,40,20,3,8
batting,1,1,0,0,0
batting…,0,1,0,0,0
battle,31,60,29,23,30
battlecry,5,0,0,0,0
battled,0,0,0,1,1
battlefield,13,1,10,6,9
battlefront,2,0,0,1,0
battleground,0,0,1,0,0
battleship,1,0,0,1,1
battlespears,1,0,0,0,0
battling,0,2,5,0,1
baucus,0,0,0,2,2
bauer,0,1,0,0,0
baulk,1,0,0,0,0
bauriedl,1,0,0,0,0
bavaria,37,0,0,0,0
bavarian,37,0,0,0,0
bavariawere,1,0,0,0,0
bavaria—before,1,0,0,0,0
baw,1,0,0,0,0
bawling,1,0,0,0,0
bay,2,9,2,1,7
bayh,0,0,0,1,0
bayonet,1,0,0,0,0
bayreuth,2,0,0,0,0
baytree,1,0,0,0,0
bbbbye,0,0,1,0,0
be,1,9,0,0,2
beach,0,79,11,1,7
beachfront,0,1,0,0,0
beach…,0,1,0,0,0
beacon,0,12,3,3,5
beaconlight,1,0,0,0,0
beaker,0,1,0,0,0
beal,0,5,0,0,0
beam,1,0,0,0,0
beamed,1,0,0,0,0
beamer,0,0,0,2,0
beanie,0,0,1,0,0
bear,39,18,18,6,22
bearable,1,0,0,0,0
beard,1,0,0,1,0
bearded,1,0,0,0,0
beardless,2,0,0,0,0
bearer,2,0,0,0,1
bearing,10,4,0,0,1
bearskin,1,0,0,0,0
beasley,0,7,1,0,0
beast,0,8,0,0,0
beat,1,158,35,0,11
beatable,0,1,0,0,0
beaten,4,20,5,0,3
beaten…,0,1,0,0,0
beating,2,66,4,1,4
beatty,0,0,1,0,0
beau,0,0,14,0,0
beautiful,8,532,8,2,7
beautifullooking,0,1,0,0,0
beautifully,0,8,0,0,0
beautiful…,0,1,0,0,0
beauty,14,58,0,0,1
beauty’,1,0,0,0,0
became,157,77,24,7,19
became…,0,1,0,0,0
because,0,22,2,0,0
because…,0,14,1,0,0
becca,0,1,0,0,0
beccera,0,0,1,0,0
beck,1,2,0,0,0
become,249,156,40,12,41
becomes,41,19,5,4,9
become…,0,1,0,0,0
becoming,41,20,8,6,9
bed,4,18,16,4,5
bedford,0,1,0,0,0
bedlam,0,6,0,0,0
bedminster,0,1,0,0,0
bedrock,0,2,4,0,3
bedroll,0,0,0,0,1
bedroom,0,5,8,0,1
bee,0,1,0,1,0
beef,0,3,2,0,0
beeker,0,1,0,0,0
beelitz,1,0,0,0,0
beelzebub,1,0,0,0,0
been,0,4,0,0,0
been…,0,7,1,0,0
beer,5,2,0,0,0
beerhall,1,0,0,0,0
beermugs,2,0,0,0,0
beetfields,1,0,0,0,0
befall,1,0,0,0,0
befallen,1,0,0,0,0
befell,2,0,0,0,0
befit,1,0,0,0,0
befits,1,0,0,0,0
before,0,22,0,0,1
beforehand,8,0,1,0,0
beg,3,1,2,0,1
began,104,13,32,14,37
beget,1,0,0,0,0
beggar,0,10,0,0,0
begged,2,2,0,0,0
begging,0,35,0,0,0
begin,36,61,45,30,76
beginning,64,105,46,27,42
begrudge,0,0,0,0,2
begrudged,0,0,0,0,1
beguile,1,0,0,0,0
begun,20,23,6,15,22
behalf,16,10,4,5,19
behave,0,2,0,1,0
behaved,0,2,0,0,0
behaving,0,1,0,0,0
behavior,0,4,5,2,7
behavioral,0,0,0,0,1
behaviour,7,0,0,0,0
behead,0,0,0,1,0
beheaded,0,0,0,1,0
behind,37,149,72,46,54
behind—the,0,0,0,0,1
behold,0,5,0,0,1
beholden,0,3,0,0,1
beholder,1,0,0,0,0
beijing,0,5,2,0,3
being,32,9,3,7,19
beings,0,2,0,0,0
being’,1,0,0,0,0
being…,0,2,1,0,0
bekenntnisse,1,0,0,0,0
bel,0,4,1,0,0
belarus,0,0,4,2,0
belgian,1,0,0,0,0
belgium,1,0,0,0,2
belief,61,27,7,17,43
believable,0,36,0,0,0
believe,79,793,122,82,239
believed,47,39,8,8,25
believer,2,11,1,0,2
believe—he,1,0,0,0,0
believe…,0,4,0,0,0
believing,6,9,9,0,2
belittle,1,0,1,0,0
belittled,2,0,0,0,0
belize,0,1,0,0,0
belknap,0,3,0,0,0
bell,1,2,2,1,0
belleau,0,0,1,0,0
bellefonte,0,0,1,0,0
belligerent,1,0,0,0,0
bellman,0,0,1,0,0
bellwether,0,10,0,0,0
belong,29,33,10,1,5
belonged,23,2,0,0,1
belonging,24,3,0,0,1
belongs,18,31,1,4,6
beloved,6,12,5,2,3
below,1,0,0,0,0
belt,0,7,1,0,2
belvidere,0,0,5,0,0
ben,0,16,2,1,11
bench,2,4,5,5,5
benching,0,1,0,0,0
benchmark,0,0,0,4,0
bench—and,0,0,0,1,0
bend,1,20,1,1,7
bending,1,0,1,0,0
beneath,7,0,0,0,7
